ShipName,Lon3,Lat3,UTC,VoyageIni,WindForce,StateSea,Weather,VoyageFrom,VoyageTo
SANTA PERPETUA,-26.3667,-13.4,1774031314,17740201,FRESQUITO,LLANA,HORIZONTES CLAROS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-27,-15.5167,1774031414,17740201,GALENO,PICADA,HORIZONTES CARGADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-27.65,-16.9667,1774031514,17740201,FRESQUITO,LLANA,CLARO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-28.4167,-18.4,1774031614,17740201,BONANCIBLE,LLANA,HORIZONTES ACELAJADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-29,-19.8333,1774031714,17740201,FLOJO,LLANA,HORIZONTES NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-30.5167,-22.8333,1774031914,17740201,FLOJO,LLANA,HORIZONTES ACELAJADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-31.2667,-24.2833,1774032014,17740201,BONANCIBLE,LLANA,HORIZONTES ACELAJADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-31.7,-25.25,1774032114,17740201,BONANCIBLE,GORDA DEL SO Y OTRAS ALGO PICADA DEL NE,NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-32.1833,-25.9333,1774032214,17740201,FLOJITO,DEL NO Y SO,HORIZONTES NUBLADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-32.3167,-26.5333,1774032314,17740201,CALMOSO,SORDA DEL S,HORIZONTES CARGADOS Y LLOVIENDO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.7333,4.05,1774022413,17740201,VENTOLINA MUY FLOJA,LLANA,CON NEBLINA,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.7667,3.56667,1774022513,17740201,CALMA,TENDIDA DEL N,HORIZONTES CARGADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.8333,3.15,1774022713,17740201,CALMA,"ENCONTRADA DEL NE, NO Y SE",CAEN ALGUNOS CHUBASCOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-21.05,0.85,1774030113,17740201,FLOJO,ALGO PICADA AL N,HORIZONTES NUBLADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-21.1,0.666667,1774030213,17740201,FLOJO,MAREJADA DEL N,HORIZONTES CERRADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.9833,-0.783333,1774030313,17740201,BONANCIBLE,TENDIDA DEL N,"HORIZONTES CERRADOS, RELAMPAGOS DEL 4º Y 3º CUADRANTE",EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-21.5833,-1.41667,1774030413,17740201,BONANCIBLE,LLANA,HORIZONTES CARGADOS. CAEN CHUBASCOS DE NOCHE,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-22.07,-2.09,1774030512,17740201,BONANCIBLE,DEL VIENTO,HORIZONTES CARGADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-23.0333,-4.05,1774030714,17740201,CALMOSO,TENDIDA DEL SSE,HORIZONTES CALIMOSOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-23.8167,-5.95,1774030814,17740201,FLOJITO,TENDIDA DEL SE,HORIZONTES CLAROS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-24.55,-7.78333,1774031014,17740201,FRESQUITO,ALGO PICADA DEL SE,HORIZONTES CLAROS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-25.2167,-9.65,1774031114,17740201,GALENO,LLANA,HORIZONTES DESPEJADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-25.95,-11.2,1774031214,17740201,GALENO,LLANA,CLARO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-38.6,-35.5333,1774040215,17740201,FRESCO,GRUESA DEL SO,HORIZONTES ACELAJADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-38.2833,-35.7,1774040315,17740201,FRESQUITO,GRUESA DEL S,HORIZONTES ACELAJADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-42.65,-35.2167,1774040815,17740201,CALMOSO,LLANA,CLARO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-48.3333,-35.35,1774041015,17740201,BONANCIBLE,LLANA,HORIZONTES ACHUBASCADOS. PASAN LA NOCHE CON MUCHA CERRAZON DE AGUA Y RELAMPAGOS POR EL E,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-48.3,-35.25,1774041115,17740201,FRESQUITO,GRUESA DEL VIENTO,HORIZONTES CARGADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-39.15,-36.4667,1774040415,17740201,CALMA,SORDA DEL S Y SO,HORIZONTES ACELAJADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-39.8167,-36.4667,1774040515,17740201,FRESQUITO,LLANA,"HORIZONTES ATURBONADOS, MAL CARIZ",EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-34.7833,-30.15,1774032514,17740201,FRESQUITO,TENDIDA DEL VIENTO,NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-35.1167,-31.45,1774032614,17740201,FRESCO,ALGO GRUESA DEL O,NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-34.4,-32.0833,1774032714,17740201,FRESCO,GRUESA DEL SO,CERRADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-34.65,-32.2667,1774032814,17740201,FLOJO,GRUESA DEL SO,HORIZONTES CARGADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-37.4667,-33.85,1774033014,17740201,BONANCIBLE,LLANA,CLARO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-39.6833,-34.8667,1774033115,17740201,FRESQUITO,LLANA,HORIZONTES CARGADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-39.2167,-35.0667,1774040115,17740201,FRESCO,PICADA DEL VIENTO,HORIZONTES CERRADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-49.2,-35.55,1774041215,17740201,CALMOSO,ALGO PICADA DEL VIENTO,HORIZONTES CLAROS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-49.48,-35.4833,1774041312,17740201,BONANCIBLE,LLANA,HORIZONTES CARGADOS. POR LA NOCHE EMPEZO A RELAMPAGUEAR MUY A MENUDO Y CON MUCHA VIVEZA. A LAS 3:00 ENTRO UNA NUBE MUY HORRIBLE Y NEGRA POR EL SO Y LO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-49.7667,-35.6667,1774041415,17740201,GALENO,LLANA,CLARO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-50.0167,-35.4,1774041515,17740201,BONANCIBLE,LLANA,HORIZONTES CLAROS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-52.45,-35.1667,1774041615,17740201,MUY CALMOSO,LLANA,CLARO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-53.3167,-35.9,1774102016,17741020,FRESQUITO,ALGO PICADA DEL S,HORIZONTES ALGO CARGADOS,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-53.25,-37.5,1774102116,17741020,VENTOLINA MAS FRESCA,DEL S,HORIZONTES CLAROS,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-54.5,-39.85,1774102216,17741020,BONANCIBLE,SORDA DEL S,HORIZONTES ACELAJADOS,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-54.8833,-44.1,1774102516,17741020,FRESQUITO,GRUESA,HORIZONTES CARGADOS,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-54.6,-44.5167,1774102616,17741020,FRESQUITO,GRUESA DEL SSO,HORIZONTES CARGADOS POR TODAS PARTES,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-53.8833,-45.2333,1774102716,17741020,BONANCIBLE,GRUESA DEL VIENTO,HORIZONTES CARGADOS POR TODAS PARTES. CHUBASCOS DE AGUA Y GRANIZO DURANTE TODA LA NOCHE,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-54.55,-44.9333,1774102816,17741020,FRESCO,MUCHA,HORIZONTES CARGADOS,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-55.05,-44.9,1774102916,17741020,FRESCO,ALGUNA DEL SO Y O,HORIZONTES CARGADOS,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-56.4333,-45.6667,1774103016,17741020,BONANCIBLE,DEL SO,HORIZONTES CON ALGUNA CELAJERIA,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-58.2167,-46.7,1774103116,17741020,RAFAGAS RECIAS,PICADA DEL VIENTO,CERRADO DE MUCHA NIEBLA,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-60.7833,-48.5667,1774110116,17741020,CALMA,ALGO GRUESA DEL NO,HORIZONTES CERRADOS DE NIEBLA,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-61.5667,-50.6,1774110216,17741020,GALENO,LLANA,HORIZONTES CARGADOS,MONTEVIDEO,DE LA SOLEDAD (MALVINAS)
SANTA PERPETUA,-56.7167,-49.4333,1774121816,17741218,GALENO,LLANA,HORIZONTES CARGADOS,DE LA SOLEDAD (MALVINAS),RIO DE LA PLATA
SANTA PERPETUA,-56.8833,-46.6833,1774121916,17741218,GALENO,LLANA,HORIZONTES CON ALGUNA CELAJERIA,DE LA SOLEDAD (MALVINAS),RIO DE LA PLATA
SANTA PERPETUA,-55.7833,-41.75,1774122116,17741218,GALENO,DEL S,HORIZONTES ACELAJADOS,DE LA SOLEDAD (MALVINAS),RIO DE LA PLATA
SANTA PERPETUA,-53.95,-39.2167,1774122216,17741218,FRESQUITO,DEL SSE Y S,HORIZONTES CARGADOS,DE LA SOLEDAD (MALVINAS),RIO DE LA PLATA
SANTA PERPETUA,-53.2,-36.9833,1774122316,17741218,FRESQUITO,ALGUNA MAREJADA DEL S,HORIZONTES CARGADOS,DE LA SOLEDAD (MALVINAS),RIO DE LA PLATA
SANTA PERPETUA,-55.2333,-36.4333,1774122516,17741218,FRESQUITO,LLANA,HORIZONTES CLAROS,DE LA SOLEDAD (MALVINAS),RIO DE LA PLATA
SANTA PERPETUA,-54.2833,-35.5333,1774122616,17741218,GALENO,LLANA,CERRADO DE NIEBLA,DE LA SOLEDAD (MALVINAS),RIO DE LA PLATA
LA LIEBRE,-77.4167,-15.1833,1790070317,17900218,MENOS FRESCO,PICADA DEL 2º CUADRANTE,TOLDADO DENSO Y OFUSCO,CADIZ,EL CALLAO
LA LIEBRE,-76.5833,-14.8333,1790070417,17900218,MENOS FRESCO,PICADA DEL 2º CUADRANTE,"CELAJERIA NEBLINOSA, HORIZONTES CARGADOS Y ALGUNA GARUA",CADIZ,EL CALLAO
LA LIEBRE,-75.65,-14.3167,1790070517,17900218,FLOJO,PICADA DEL 2º CUADRANTE,"CELAJERIA NEBLINOSA, HORIZONTES CARGADOS Y ALGUNA GARUA",CADIZ,EL CALLAO
LA LIEBRE,-74.4667,-13.4833,1790070617,17900218,CALMOSO,PICADA DEL 2º CUADRANTE,"CELAJERIA NEBLINOSA, HORIZONTES CARGADOS Y ALGUNA GARUA",CADIZ,EL CALLAO
LA LIEBRE,-75.7,-12.7,1790070717,17900218,BONANCIBLE,LLANA,"CELAJERIA NEBLINOSA, HORIZONTES CARGADOS Y ALGUNA GARUA",CADIZ,EL CALLAO
LA LIEBRE,-76.85,-12.05,1790070817,17900218,FRESQUITO,LLANA,"CELAJERIA NEBLINOSA, HORIZONTES CARGADOS Y ALGUNA GARUA",CADIZ,EL CALLAO
SANTA PERPETUA,-13.7833,40.1167,1774020213,17740201,FRESCO,PICADA,NUBLADO PERO CON LLUVIAS Y CHUBASCOS QUE CONTINUARON TODA LA NOCHE,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-15.5667,37.05,1774020313,17740201,FRESCO,GRUESA,HORIZONTES CARGADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-17.7333,34.2167,1774020513,17740201,BONANCIBLE,LLANA,NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-18.5833,32.7667,1774020613,17740201,FRESCO,LLANA,NUBLADO EL HORIZONTE,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-18.8,30.1667,1774020713,17740201,FRESQUITO,LLANA,NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-17.7333,28.5,1774020813,17740201,FRESCO,LLANA,HORIZONTE NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-18.0833,26.5,1774020913,17740201,FLOJO,LLANA,MUY NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-19.1,20,1774021113,17740201,GALENO,LLANA,HORIZONTES NUBLADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-46.7,-26.9833,1776120715,17761105,BONANCIBLE,LLANA,CON ALGUNOS CELAJES,MONTEVIDEO,SANTA CATALINA
SANTA PERPETUA,-46.8333,-27.25,1776120815,17761105,FLOJO,LLANA,CON CELAJERIA,MONTEVIDEO,SANTA CATALINA
SANTA PERPETUA,-46.3,-27.8333,1776120915,17761105,BONANCIBLE,DEL VIENTO,HORIZONTES CARGADOS POR EL E Y SE,MONTEVIDEO,SANTA CATALINA
SANTA PERPETUA,-46.0833,-28.1333,1776121015,17761105,MEDIANAMENTE FRESCO,MAREJADA,CON AGUACEROS Y MUY NUBLADO,MONTEVIDEO,SANTA CATALINA
SANTA PERPETUA,-19.4333,19.5333,1774021213,17740201,BONANCIBLE,LLANA,HORIZONTES NUBLADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-19.85,15.7833,1774021413,17740201,BONANCIBLE,LLANA,CON ALGUNOS CELAJES,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-21,15.1833,1774021513,17740201,FLOJO,LLANA,ACELAJADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.0667,12.9667,1774021613,17740201,BONANCIBLE,LLANA,NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.1667,10.9667,1774021713,17740201,BONANCIBLE,ALGO SORDA DEL VIENTO,SE MANTIENE NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.25,8.53333,1774021813,17740201,BONANCIBLE,TENDIDA AL NNO,NUBLADO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.4167,6.91667,1774021913,17740201,BONANCIBLE,LLANA,CLARO,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-20.5833,5.75,1774022113,17740201,MUY FLOJO,LLANA,HORIZONTES CARGADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-41.75,-35.6333,1774040615,17740201,FRESQUITO,DEL VIENTO,HORIZONTES CARGADOS. MUY REPETIDAS LAS TURBONADAS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-43.3,-35.6667,1774040715,17740201,FRESQUITO,SORDA DEL S,HORIZONTES ACELAJADOS,EL FERROL,RIO DE LA PLATA
SANTA PERPETUA,-53.3833,-35.65,1776111216,17761105,FRESQUITO,LLANA,QUEDARON ALGUNOS CELAJES,MONTEVIDEO,SANTA CATALINA
SANTA PERPETUA,-51.68,-34.7167,1776111312,17761105,BONANCIBLE,LLANA,CLARO,MONTEVIDEO,SANTA CATALINA
SANTA PERPETUA,-48.65,-33.9833,1776111515,17761105,GALENO,ALGO PICADA DEL SO,HORIZONTES CLAROS,MONTEVIDEO,SANTA CATALINA
SANTA PERPETUA,-47.0333,-33.6167,1776111615,17761105,BONANCIBLE,PICADA DEL S Y N,HORIZONTES CLAROS,MONTEVIDEO,SANTA CATALINA
LA LIEBRE,-53.8333,-42.6,1790041516,17900218,PAMPERO FRESCACHON,BIEN GRUESA DEL SO,"CELAJERIA GRUESA, RELAMPAGOS, MUCHOS CHUBASCOS DE AGUA Y GRANIZO Y NOCHES TENEBROSAS",CADIZ,EL CALLAO
LA LIEBRE,-54.7667,-43,1790041616,17900218,LO MISMO CON MUY POCA DIFERENCIA,BIEN GRUESA DEL SO,"CELAJERIA GRUESA, RELAMPAGOS, MUCHOS CHUBASCOS DE AGUA Y GRANIZO Y NOCHES TENEBROSAS",CADIZ,EL CALLAO
LA LIEBRE,-54.7,-41.9833,1790041716,17900218,LO MISMO CON MUY POCA DIFERENCIA,BIEN GRUESA DEL SO,"CELAJERIA GRUESA, RELAMPAGOS, MUCHOS CHUBASCOS DE AGUA Y GRANIZO Y NOCHES TENEBROSAS",CADIZ,EL CALLAO
LA LIEBRE,-54.45,-41.7167,1790041816,17900218,LO MISMO CON MUY POCA DIFERENCIA,CORRESPONDIENTE AL VIENTO,"CELAJERIA GRUESA, RELAMPAGOS, MUCHOS CHUBASCOS DE AGUA Y GRANIZO Y NOCHES TENEBROSAS",CADIZ,EL CALLAO
LA LIEBRE,-55.4667,-42.6167,1790041916,17900218,VARIO,CORRESPONDIENTE AL VIENTO,"CELAJERIA GRUESA, RELAMPAGOS, MUCHOS CHUBASCOS DE AGUA Y GRANIZO Y NOCHES TENEBROSAS",CADIZ,EL CALLAO
LA LIEBRE,-55.9,-43.9833,1790042016,17900218,PAMPERO FRESCACHON,CORRESPONDIENTE AL VIENTO,"MALOS HORIZONTES, CELAJERIA Y REPETIDOS CHUBASCOS",CADIZ,EL CALLAO
LA LIEBRE,-55.6167,-44.8167,1790042116,17900218,PAMPERO FRESCACHON,SIEMPRE GRUESA DEL VIENTO,"MALOS HORIZONTES, CELAJERIA Y REPETIDOS CHUBASCOS",CADIZ,EL CALLAO
LA LIEBRE,-57.65,-40.8333,1790042216,17900218,PAMPERO FRESCO,SIEMPRE GRUESA DEL VIENTO,"MALOS HORIZONTES, CELAJERIA Y REPETIDOS CHUBASCOS",CADIZ,EL CALLAO
LA LIEBRE,-58.3,-43.8,1790042316,17900218,PAMPERO DURO,SIEMPRE GRUESA DEL VIENTO,"MALOS HORIZONTES, CELAJERIA Y REPETIDOS CHUBASCOS",CADIZ,EL CALLAO
LA LIEBRE,-60.1833,-43.4667,1790042416,17900218,PAMPERO DURO,BIEN GRUESA DEL SSO,CELAJERIA DOBLE Y CHUBASCOS,CADIZ,EL CALLAO
LA LIEBRE,-61.2667,-42.2333,1790042516,17900218,FRESCACHON,BIEN GRUESA DEL SSO,CELAJERIA DOBLE Y CHUBASCOS,CADIZ,EL CALLAO
LA LIEBRE,-63.15,-43.3667,1790042616,17900218,VARIABLE,DEL SO Y NO,MUY CLARO,CADIZ,EL CALLAO
LA LIEBRE,-65.7333,-43.95,1790042716,17900218,CALMOSO,PICADA DEL SO,CELAJERIA DELGADA,CADIZ,EL CALLAO
LA LIEBRE,-61.65,-43.6,1790042816,17900218,PAMPERO,PICADA DEL SO,CELAJERIA DELGADA,CADIZ,EL CALLAO
LA LIEBRE,-62.4833,-44.5,1790042916,17900218,PAMPERO,PICADA DEL SO,TOLDADO Y CHUBASQUILLOS,CADIZ,EL CALLAO
LA LIEBRE,-61.8167,-44.0833,1790043016,17900218,DURO FRESCO,MUY GRUESA,"GRANIZADAS, OSCURO",CADIZ,EL CALLAO
LA LIEBRE,-61.9167,-44.5333,1790050116,17900218,FLOJO,MUY GRUESA,CELAJERIA MAS CLARA,CADIZ,EL CALLAO
LA LIEBRE,-62.25,-45.15,1790050216,17900218,FLOJO,MENOS GRUESA,"REGULAR, NIEBLA",CADIZ,EL CALLAO
LA LIEBRE,-61.8,-45.15,1790050316,17900218,FRESCO,SORDA DEL SE,"NIEBLA DENSA, PARDO",CADIZ,EL CALLAO
LA LIEBRE,-62.7833,-47.1833,1790050416,17900218,FRESQUITO VARIABLE,GRUESA DEL VIENTO Y LLANA,PARDO Y CELAJERIA,CADIZ,EL CALLAO
LA LIEBRE,-63.6667,-48.6167,1790050516,17900218,FRESQUITO VARIABLE,GRUESA DEL VIENTO Y LLANA,"PARDO Y CELAJERIA, NIEBLA",CADIZ,EL CALLAO
LA LIEBRE,-63.3,-49.5167,1790050616,17900218,FRESCO,LLANA,CARGADO DEL 3º CUADRANTE,CADIZ,EL CALLAO
LA LIEBRE,-63.7333,-48.6667,1790050716,17900218,FRESCACHON,ALTERADA,"CARGADO DEL 3º CUADRANTE, LLUVIA Y GRANIZO",CADIZ,EL CALLAO
LA LIEBRE,-63.3,-49.0333,1790050816,17900218,VENTOLINAS,BIEN GRUESA,MUY MALO,CADIZ,EL CALLAO
LA LIEBRE,-54.75,-40.6333,1790041116,17900218,PAMPERO FRESCACHON,LEVA DEL E,TOLDADO,CADIZ,EL CALLAO
LA LIEBRE,-55.1,-42,1790041216,17900218,PAMPERO FRESCACHON,TENDIDA DEL NE,"CELAJERIA GRUESA, RELAMPAGOS, MUCHOS CHUBASCOS DE AGUA Y GRANIZO Y NOCHES TENEBROSAS",CADIZ,EL CALLAO
LA LIEBRE,-54.35,-42.5333,1790041316,17900218,PAMPERO FRESCACHON,BIEN GRUESA DEL SO,"CELAJERIA GRUESA, RELAMPAGOS, MUCHOS CHUBASCOS DE AGUA Y GRANIZO Y NOCHES TENEBROSAS",CADIZ,EL CALLAO
LA LIEBRE,-53.6,-42.6833,1790041416,17900218,PAMPERO FRESCACHON,BIEN GRUESA DEL SO,"CELAJERIA GRUESA, RELAMPAGOS, MUCHOS CHUBASCOS DE AGUA Y GRANIZO Y NOCHES TENEBROSAS",CADIZ,EL CALLAO
LA LIEBRE,-92.5667,-48.0333,1790061018,17900218,ENTABLADO,MAREJADA DEL N Y DEL O,ACHUBASCADO,CADIZ,EL CALLAO
LA LIEBRE,-92.2167,-46.0333,1790061118,17900218,FRESCO DESIGUAL,MODERADA,"LLUVIAS, TRUENOS, PIEDRA",CADIZ,EL CALLAO
LA LIEBRE,-91.55,-43.2167,1790061218,17900218,FRESCO A RACHAS,TENDIDA,NEBLINOSO Y GARUA,CADIZ,EL CALLAO
LA LIEBRE,-90.3833,-39.85,1790061318,17900218,CALMOSO,"REGULAR, GRUESA",NEBLINOSO Y LLUVIA MENUDA,CADIZ,EL CALLAO
LA LIEBRE,-89.5167,-38,1790061418,17900218,CALMOSO,MARETA DEL S,MUY CARGADO,CADIZ,EL CALLAO
LA LIEBRE,-89.3833,-37.2,1790061518,17900218,CALMOSO,TENDIDA DEL SSO Y N,PARDO Y BUENO,CADIZ,EL CALLAO
LA LIEBRE,-89.4833,-36.6,1790061618,17900218,FRESCACHON CON RACHAS,GRUESA DEL N,CELAJERIA,CADIZ,EL CALLAO
LA LIEBRE,-89.4833,-36.7833,1790061718,17900218,FRESCACHON CON RACHAS,GRUESA DEL N,CERRADO DE LLUVIA Y NEBLINOSO,CADIZ,EL CALLAO
LA LIEBRE,-87.5667,-35.7,1790061818,17900218,APACIBLE,MAREJADA DEL NO,CERRADO DE LLUVIA Y NEBLINOSO,CADIZ,EL CALLAO
LA LIEBRE,-85.9667,-33.8833,1790061918,17900218,CALMOSO,GRUESA DEL OSO,CHUBASCOS,CADIZ,EL CALLAO
LA LIEBRE,-84.9667,-33.1667,1790062018,17900218,FRESQUITO,MARETA DEL S,CIELO CLARO Y HORIZONTES CON CELAJERIA DELGADA,CADIZ,EL CALLAO
LA LIEBRE,-83.4,-32.1667,1790062118,17900218,SUAVE,LLANA,CIELO CLARO Y HORIZONTES CON CELAJERIA DELGADA,CADIZ,EL CALLAO
LA LIEBRE,-18.7,-0.5,1790031313,17900218,DESIGUAL FRESCO,TENDIDA DEL VIENTO,"CELAJERIA GRUESA, RELAMPAGOS Y TURBONADAS, TRUENOS Y AGUACEROS",CADIZ,EL CALLAO
LA LIEBRE,-19.35,-2.01667,1790031413,17900218,DESIGUAL FRESCO,TENDIDA DEL VIENTO,"CELAJERIA GRUESA, RELAMPAGOS Y TURBONADAS, TRUENOS Y AGUACEROS",CADIZ,EL CALLAO
LA ATREVIDA,-71.49,-21.7667,1790050917,17900503,VENTOLINA,MARETA DEL VIENTO,NUBLADO. VARIAS CALMAS,MORAO DE COPIAPO,EL CALLAO
LA LIEBRE,-26.6833,-16.8333,1790032214,17900218,ENTABLADO,TENDIDA DEL S Y PICADA DEL VIENTO,CELAJERIA SUELTA Y ALGUNOS CHUBASCOS,CADIZ,EL CALLAO
LA LIEBRE,-27.7167,-18.9667,1790032314,17900218,ENTABLADO FRESCO,TENDIDA DEL S Y PICADA DEL VIENTO,CELAJERIA SUELTA Y ALGUNOS CHUBASCOS,CADIZ,EL CALLAO
LA LIEBRE,-29.9667,-20.2167,1790032414,17900218,FRESCO APACIBLE,TENDIDA DEL S Y PICADA DEL VIENTO,CELAJERIA SUELTA,CADIZ,EL CALLAO
LA LIEBRE,-31.7167,-21.5333,1790032514,17900218,FRESCO,TENDIDA DEL S Y PICADA DEL VIENTO,HORIZONTES TOMADOS Y CELAJERIA,CADIZ,EL CALLAO
LA LIEBRE,-6.36667,36.5,1790021812,17900218,FLOJO,LLANA,CELAJERIA SUELTA,CADIZ,EL CALLAO
LA LIEBRE,-7.61667,35.6333,1790021913,17900218,CALMOSO,PICADA DEL VIENTO,CELAJERIA SUELTA,CADIZ,EL CALLAO
LA LIEBRE,-8.48333,34.9167,1790022013,17900218,CALMOSO,MARETA DEL 1º CUADRANTE,DESPEJADO,CADIZ,EL CALLAO
LA LIEBRE,-77.4667,-22.1167,1790062917,17900218,FRESCO,PACIFICA,TOLDADO Y CELAJERIA,CADIZ,EL CALLAO
LA LIEBRE,-76.9,-20.05,1790063017,17900218,FRESCO,ESCASEO,TOLDADO Y CELAJERIA,CADIZ,EL CALLAO
LA LIEBRE,-77.1167,-19.1167,1790070117,17900218,FRESCO,PACIFICA,MAS DELGADO,CADIZ,EL CALLAO
LA LIEBRE,-77.5,-17.6333,1790070217,17900218,FRESCO,PACIFICA,MAS DELGADO,CADIZ,EL CALLAO
LA LIEBRE,-8.76667,34.6333,1790022113,17900218,BONANCIBLE,MARETA DEL 1º CUADRANTE,BUENO,CADIZ,EL CALLAO
LA LIEBRE,-9.73333,33.6833,1790022213,17900218,BONANCIBLE,REGULAR,BUENO CON CELAJERIA,CADIZ,EL CALLAO
LA LIEBRE,-11.1667,32.5167,1790022313,17900218,APACIBLE,REGULAR DEL NO Y NE,BUENO CON CELAJERIA,CADIZ,EL CALLAO
LA LIEBRE,-12.0833,31.7,1790022413,17900218,ENTABLADO,REGULAR DEL N,HERMOSO,CADIZ,EL CALLAO
LA LIEBRE,-13.9,30.1833,1790022513,17900218,ENTABLADO,LLANA,CLARO,CADIZ,EL CALLAO
LA LIEBRE,-15.2,28.8167,1790022613,17900218,FRESCO,REPETIDA DEL N,CLARO Y LA TIERRA CON ARRUMAZON,CADIZ,EL CALLAO
LA LIEBRE,-17.3,27.15,1790022713,17900218,FRESCO,AMPOLLADA DEL NE,CLARO Y LA TIERRA CON ARRUMAZON,CADIZ,EL CALLAO
LA LIEBRE,-18.6833,24.7333,1790022813,17900218,FRESCO,PICADA DEL VIENTO,BUENO,CADIZ,EL CALLAO
LA LIEBRE,-19.7333,22.3333,1790030113,17900218,FRESCACHON,LLANA,HORIZONTES OFUSCOS,CADIZ,EL CALLAO
LA LIEBRE,-20.4667,19.9833,1790030213,17900218,BRISA CLARA,PICADA DEL NO Y NE,CIELOS Y HORIZONTES OFUSCOS,CADIZ,EL CALLAO
